id,name,iso2,iso3,flag_url,location,description,primary_category,primary_category_colour,primary_category_icon,primary_value,secondary_category,secondary_category_colour,secondary_category_icon,secondary_value,colour1,colour2,colour3,colour4,colour5,colour1_url,colour2_url,colour3_url,colour4_url,colour5_url,symbol1,symbol2,symbol3,symbol1_url,symbol2_url,symbol3_url,pattern1,pattern1_url,points
dominica,Dominica,DM,DMA,https://clintongreen.github.io/vexx-assets/flags/dm.png,North America • Caribbean,The Sisserou parrot celebrates the island's unique wildlife and national pride.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,751 km²,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"66,205",yellow,green,black,red,blue,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
dominican-republic,Dominican Republic,DO,DOM,https://clintongreen.github.io/vexx-assets/flags/do.png,North America • Caribbean,The white cross represents faith while the national coat of arms symbolizes independence.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,11.4 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,black,red,navy,green,white,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,cross,https://clintongreen.github.io/vexx-assets/patterns/cross.png,9
ecuador,Ecuador,EC,ECU,https://clintongreen.github.io/vexx-assets/flags/ec.png,South America • South America,The national coat of arms celebrates the country's geography and independence.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"276,841 km²",black,red,green,yellow,navy,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
egypt,Egypt,EG,EGY,https://clintongreen.github.io/vexx-assets/flags/eg.png,Africa • Northern Africa,The Eagle of Saladin represents strength and Arab unity.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Arabic,yellow,white,black,red,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,eagle,,,https://clintongreen.github.io/vexx-assets/symbols/eagle.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
el-salvador,El Salvador,SV,SLV,https://clintongreen.github.io/vexx-assets/flags/sv.png,North America • Central America,The national coat of arms reflects independence and the ideals of Central America.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Spanish,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,navy,black,yellow,white,red,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,8
equatorial-guinea,Equatorial Guinea,GQ,GNQ,https://clintongreen.github.io/vexx-assets/flags/gq.png,Africa • Middle Africa,The silk cotton tree recalls the nation's historic independence agreement.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"28,051 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,1.9 million,white,black,red,green,blue,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
eritrea,Eritrea,ER,ERI,https://clintongreen.github.io/vexx-assets/flags/er.png,Africa • Eastern Africa,The olive branch symbolizes peace while the triangle reflects the struggle for independence.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,3.5 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,red,blue,green,black,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
estonia,Estonia,EE,EST,https://clintongreen.github.io/vexx-assets/flags/ee.png,Europe • Northern Europe,"The blue, black and white tricolour represents the sky, determination and hope.",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"45,227 km²",blue,black,white,,,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
eswatini,Eswatini,SZ,SWZ,https://clintongreen.github.io/vexx-assets/flags/sz.png,Africa • Southern Africa,The shield and spears celebrate the nation's heritage and readiness to defend its independence.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Landlocked,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,black,white,yellow,red,navy,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
ethiopia,Ethiopia,ET,ETH,https://clintongreen.github.io/vexx-assets/flags/et.png,Africa • Eastern Africa,The blue disc and gold star symbolize unity and a bright future.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Amharic,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Landlocked,yellow,red,green,blue,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
fiji,Fiji,FJ,FJI,https://clintongreen.github.io/vexx-assets/flags/fj.png,Oceania • Melanesia,The Union Jack reflects historical ties while the shield celebrates the nation's agriculture.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"18,272 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"928,784",black,red,white,green,yellow,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,star,union-jack,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/union-jack.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,canton,https://clintongreen.github.io/vexx-assets/patterns/canton.png,10
finland,Finland,FI,FIN,https://clintongreen.github.io/vexx-assets/flags/fi.png,Europe • Northern Europe,The Nordic cross reflects Christianity while the blue represents the country's lakes.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,5.6 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,navy,white,,,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,cross,,,https://clintongreen.github.io/vexx-assets/symbols/cross.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,cross,https://clintongreen.github.io/vexx-assets/patterns/cross.png,6
france,France,FR,FRA,https://clintongreen.github.io/vexx-assets/flags/fr.png,Europe • Western Europe,"The blue, white and red tricolour became a symbol of liberty, equality and fraternity.",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"551,695 km²",navy,white,red,,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,vertical-triband,https://clintongreen.github.io/vexx-assets/patterns/vertical-triband.png,6
gabon,Gabon,GA,GAB,https://clintongreen.github.io/vexx-assets/flags/ga.png,Africa • Middle Africa,"The green, yellow and blue stripes represent forests, the equator and the Atlantic Ocean.",Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,French,yellow,green,blue,,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
gambia,Gambia,GM,GMB,https://clintongreen.github.io/vexx-assets/flags/gm.png,Africa • Western Africa,The blue stripe represents the Gambia River flowing through the nation.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,white,red,navy,green,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
georgia,Georgia,GE,GEO,https://clintongreen.github.io/vexx-assets/flags/ge.png,Asia • Western Asia,The five-cross design reflects Christianity and medieval Georgian heritage.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"69,700 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,3.8 million,red,white,,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,cross,,,https://clintongreen.github.io/vexx-assets/symbols/cross.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,cross,https://clintongreen.github.io/vexx-assets/patterns/cross.png,6
germany,Germany,DE,DEU,https://clintongreen.github.io/vexx-assets/flags/de.png,Europe • Western Europe,"The black, red and gold tricolour became a symbol of unity and freedom.",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,83.5 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,yellow,black,red,,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
ghana,Ghana,GH,GHA,https://clintongreen.github.io/vexx-assets/flags/gh.png,Africa • Western Africa,The black star represents African freedom and unity above the Pan-African colours.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"238,533 km²",green,yellow,red,black,,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
greece,Greece,GR,GRC,https://clintongreen.github.io/vexx-assets/flags/gr.png,Europe • Southern Europe,The white cross symbolizes Christianity while the blue and white stripes represent the sea and sky.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Greek,navy,white,,,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,cross,,,https://clintongreen.github.io/vexx-assets/symbols/cross.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,cross,https://clintongreen.github.io/vexx-assets/patterns/cross.png,6
grenada,Grenada,GD,GRD,https://clintongreen.github.io/vexx-assets/flags/gd.png,North America • Caribbean,The nutmeg symbol reflects the nation's famous spice industry.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Island,yellow,red,green,,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
guatemala,Guatemala,GT,GTM,https://clintongreen.github.io/vexx-assets/flags/gt.png,North America • Central America,The quetzal bird represents liberty while the scroll commemorates independence.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"108,889 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,18.4 million,green,black,red,yellow,blue,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,8
guinea,Guinea,GN,GIN,https://clintongreen.github.io/vexx-assets/flags/gn.png,Africa • Western Africa,"The red, yellow and green tricolour reflects hard work, wealth and the land.",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,14.8 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,red,yellow,green,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,vertical-triband,https://clintongreen.github.io/vexx-assets/patterns/vertical-triband.png,6
guinea-bissau,Guinea-Bissau,GW,GNB,https://clintongreen.github.io/vexx-assets/flags/gw.png,Africa • Western Africa,The black star represents African unity while the national colours reflect independence.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"36,125 km²",red,yellow,green,black,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
guyana,Guyana,GY,GUY,https://clintongreen.github.io/vexx-assets/flags/gy.png,South America • South America,The Golden Arrowhead symbolizes a bright future and the nation's natural wealth.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,green,white,yellow,black,red,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/red.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,chevron,https://clintongreen.github.io/vexx-assets/patterns/chevron.png,8
haiti,Haiti,HT,HTI,https://clintongreen.github.io/vexx-assets/flags/ht.png,North America • Caribbean,"The coat of arms represents independence, freedom and national resilience.",Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,French,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,red,navy,white,green,black,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/black.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,8
holy-see,Holy See,VA,VAT,https://clintongreen.github.io/vexx-assets/flags/va.png,Europe • Southern Europe,The crossed keys of Saint Peter symbolize the spiritual authority of the papacy.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,0.44 km²,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,0,yellow,white,red,black,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,coat-of-arms,,,https://clintongreen.github.io/vexx-assets/symbols/coat-of-arms.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,7
honduras,Honduras,HN,HND,https://clintongreen.github.io/vexx-assets/flags/hn.png,North America • Central America,The five stars represent the nations of the former Central American Federation.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,10.8 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,blue,white,,,,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,4
hungary,Hungary,HU,HUN,https://clintongreen.github.io/vexx-assets/flags/hu.png,Europe • Central Europe,"The red, white and green tricolour symbolizes strength, faithfulness and hope.",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"93,028 km²",red,white,green,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
iceland,Iceland,IS,ISL,https://clintongreen.github.io/vexx-assets/flags/is.png,Europe • Northern Europe,"The Nordic cross reflects Christianity while the colours represent fire, ice and sea.",Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Island,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Icelandic,navy,white,red,,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,cross,,,https://clintongreen.github.io/vexx-assets/symbols/cross.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,cross,https://clintongreen.github.io/vexx-assets/patterns/cross.png,7
india,India,IN,IND,https://clintongreen.github.io/vexx-assets/flags/in.png,Asia • Southern Asia,"The saffron, white and green flag features the Ashoka Chakra representing law and progress.",Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,navy,white,yellow,green,,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,7
indonesia,Indonesia,ID,IDN,https://clintongreen.github.io/vexx-assets/flags/id.png,Asia • South-Eastern Asia,The simple red and white bicolour symbolizes courage and purity.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"1,904,569 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,283.5 million,red,white,,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,5
